Numero_da_Ocorrencia,Numero_da_Ficha,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Hora_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,ICAO,Latitude,Longitude,Tipo_de_Aerodromo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Aerodromo_de_Destino,Aerodromo_de_Origem,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,CLS,Tipo_ICAO,PMD,Numero_de_Assentos,Nome_do_Fabricante,PSSO
24661,202021686,AEROCLUBE DE SAO PAULO,Acidente,2020-06-24,13:50:00,BIRITIBA-MIRIM,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SDIH,"-23,5618","-46,076",Privado,A AERONAVE DECOLOU DO AERÓDROMO CAMPO DE MARTE (SBMT) SÃO PAULO SP A FIM DE REALIZAR VOO DE INSTRUÇÃO LOCAL COM DOIS TRIPULANTES A BORDO. DURANTE O TREINAMENTO DE TOQUE E ARREMETIDA NA FAZENDA IROHY (SDIH) BIRITIBA MIRIM SP NA ARREMETIDA NO SOLO A AERONAVE NÃO ATINGIU OS PARÂMETROS DE PERFORMANCE. NA TENTATIVA DE ABORTAR A MANOBRA A AERONAVE ULTRAPASSOU OS LIMITES DA PISTA. A AERONAVE TEVE DANOS SUBSTANCIAIS. OS DOIS TRIPULANTE SAÍRAM ILESOS.,PTIZO,PRI,AEROCLUBE DE SAO PAULO,SCF-PP,Arremetida,Voo de Instrução,Substancial,SBMT,SBMT,,,,,,,,,,2.0,,,,,PA-28-140,L1P,P28A,884.0,2.0,PIPER AIRCRAFT,verdadeiro
24567,202072976,PIQUIATUBA TAXI AEREO LTDA - EPP,Incidente Grave,2020-06-09,19:50,Ourilândia do Norte,PA,Norte,EXCURSÃO DE PISTA,SJKC,"-7,1311","-51,653",Privado,A aeronave decolou do Aeródromo Pista Aldeia Pykararankre (SIPL) São Felix do Xingu PA com destino ao Aeródromo Pista Aldeia Kikrentum (SJKC) Ourilândia do Norte PA por volta das 18h50min (UTC) a fim de realizar o transporte de passageiros com um piloto e dois passageiros a bordo. Durante o pouso após percorrer aproximadamente 200 metros o trem de pouso principal direito recolheu. A aeronave saiu pela lateral esquerda da pista. A aeronave teve danos leves. O tripulante e os passageiros saíram ilesos.,PTLVL,TPX,PIQUIATUBA TAXI AEREO LTDA,RE,Corrida após pouso,Táxi Aéreo,Leve,,,,,,,,,,,,1.0,2.0,,,,210L,L1P,C210,1724.0,6.0,CESSNA AIRCRAFT,verdadeiro
24583,202043099,ROBSON CATELLAN,Acidente,2020-06-20,16:30,SÃO DESIDÉRIO,BA,Nordeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-12,8544","-45,9086",-,A AERONAVE DECOLOU POR VOLTA DE 16H00MIN (UTC) DE UMA ÁREA DE POUSO PARA USO AEROAGRÍCOLA LOCALIZADA NA FAZENDA TARA SÃO DESIDÉRIO BA PARA PULVERIZAR COM DEFENSIVO AGRÍCOLA UMA PLANTAÇÃO DE ALGODÃO. ESTIMA-SE QUE APÓS CERCA DE 30 MINUTOS DE VOO A AERONAVE TENHA COLIDIDO CONTRA O SOLO. O AVIÃO FOI ENCONTRADO PILONADO NA PLANTAÇÃO A UMA DISTÂNCIA APROXIMADA DE 5 KM DA ÁREA DE POUSO DUAS HORAS APÓS A DECOLAGEM. A AERONAVE TEVE DANOS SUBSTANCIAIS. O PILOTO FALECEU NO LOCAL DO ACIDENTE. NÃO HOUVE DANOS A TERCEIROS.,PTGXG,TPP,ROBSON CATELLAN,LOC-I,Manobra,Operação Agrícola,Substancial,,,1.0,,,,,,,,,,,,,,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
24582,202041360,MIRANDA GOMES DE SOUSA,Acidente,2020-06-10,15:00,DOURADOS,MS,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-22,3339","-54,8083",-,A aeronave decolou do Aeródromo Sítio Pouso do Aviador (SSAY) Campo Grande MS com destino ao Aeródromo APLIC Aviação Agrícola LTDA (SSIC) Dourados MS por volta das 15h00min (UTC) a fim de realizar voo privado com um piloto a bordo. Durante o circuito de tráfego para pouso o piloto relatou que houve perda de potência do motor. A aeronave efetuou pouso forçado. Durante o pouso chocou-se contra algumas árvores e pilonou. A aeronave teve danos substanciais. O tripulante sofreu lesões leves. O Sistema de Combustível da aeronave estava completamente adulterado com mangueiras e tanques extras acoplados ao Sistema.,PTKRE,TPP,MIRANDA GOMES DE SOUSA,SCF-PP,Circuto de Tráfego,Voo Privado,Substancial,SSIC,SSAY,,,,,,,1.0,,,,,,,,210L,L1P,C210,1724.0,6.0,CESSNA AIRCRAFT,verdadeiro
24703,202010311,DIOGO VIUDES,Incidente Grave,2020-06-20,20:00,QUADRA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-23,3255","-48,8242",-,A AERONAVE DECOLOU DO AERÓDROMO CLUBE DE VOO AEROQUADRA (SIVQ) QUADRA SP A FIM DE DE REALIZAR UM VOO LOCAL PARA MANUTENÇÃO DE PROFICIÊNCIA COM UM TRIPULANTE A BORDO. NA APROXIMAÇÃO PARA O POUSO O PILOTO IDENTIFICOU PERDA DE POTENCIA DO MOTOR. AO PERCEBER QUE NÃO CONSEGUIRIA CHEGAR NA PISTA FOI REALIZADO UM POUSO DE EMERGÊNCIA EM UMA ÁREA DE CAMPO. A AERONAVE TEVE DANOS LEVES. O TRIPULANTE SOFREU LESÕES LEVES,PURGC,PET,DIOGO VIUDES,SCF-PP,Aproximação,Voo Privado,Leve,SIVQ,SIVQ,,,,,,,1.0,,,,,,,,RANSCOYOTE S6ES,L1P,ULAC,410.0,2.0,FLYER INDÚSTRIA AERONÁUTICA LTDA.,verdadeiro
24923,202038989,FERNANDO JOSÉ CASTANHEIRA CIRIGLIANO,Acidente,2020-07-22,13:56,SÃO JOÃO DEL REI,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Fora de Aeródromo,"-21,032","-44,592",-,A aeronave decolou do Aeródromo de São João del Rei (SNJR) MG a fim de realizar um voo local para teste da aeronave com um piloto a bordo. Durante o voo o piloto percebeu grande vibração na aeronave que culminou com a perda de controle em voo e colisão contra o telhado de um galpão. A aeronave teve danos substanciais. O piloto sofreu lesões graves.,PUFCC,PET,FERNANDO JOSÉ CASTANHEIRA CIRIGLIANO,SCF-NP,Manobra,Voo Privado,Substancial,SNJR,SNJR,,,,1.0,,,,,,,,,,,FC-04 PEGASUS,L1P,ULAC,500.0,2.0,FERNANDO JOSE C. CIRIGLIANO,verdadeiro
24801,202003145,LENDIOLENO DA SILVA MORAES,Acidente,2020-07-09,18:30,SÃO JOÃO DO CAIUÁ,PR,Sul,INDETERMINADO,Fora de Aeródromo,"-22,9319","-52,2744",-,A aeronave decolou do Aérodromo 14 Bis (SSOK) Londrina PR com destino a área de pouso eventual localizada ao Município de Marilena PR a fim de realizar um voo particular com um piloto a bordo. Por volta das 18h30min(UTC) a aeronave realizou um pouso de emergência no interior do município de São João do Caiuá PR. Durante o pouso a aeronave capotou. A aeronave teve danos substanciais. O piloto saiu ileso.,PRGME,TPP,LENDIOLENO DA SILVA MORAES,UNK,Cruzeiro,Voo Privado,Substancial,,SSOK,,,,,,,,,,1.0,,,,,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
24882,202045391,OSNI XAVIER KUSS,Acidente,2020-07-25,13:30,GUABIRUBA,SC,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-27,0872","-48,9722",-,A aeronave decolou do Aeródromo Fazenda Aero-Amil (SWJA) Brusque SC por volta das 12h30min (UTC) a fim de realizar um voo local com um piloto e um passageiro a bordo. Por volta das 13h30min (UTC) ao tentar realizar um pouso da emergência a aeronave colidiu contra um poste e fiação elétrica. Na sequência a aeronave colidiu contra o solo. A aeronave teve danos substanciais. Os ocupantes sofreram lesões graves.,PUOOO,PET,OSNI XAVIER KUSS,SCF-PP,Cruzeiro,Voo Privado,Substancial,SWJA,SWJA,,,,1.0,1.0,,,,,,,,,,KOLBFLYER,L1P,ULAC,598.0,2.0,,verdadeiro
24901,202022151,JAITT LIMA DE LIMA,Acidente,2020-07-23,17:30,ITAMARATI,AM,Norte,INDETERMINADO,Fora de Aeródromo,"-6,41091","-68,2695",-,A AERONAVE DECOLOU DO AERÓDROMO MATHEUS LOPES MAIA DA SILVA (SSSM) ITAMARATI AM A FIM DE REALIZAR VOO LOCAL COM UM CONDUTOR A BORDO. POR MOTIVOS DESCONHECIDOS A AERONAVE CAIU EM ÁREA DE MATA FECHADA E FOI LOCALIZADA POR POPULARES. A AERONAVE TEVE DANOS SUBSTANCIAIS. O CONDUTOR SOFREU FERIMENTOS GRAVES.,PURKL,PET,JAITT LIMA DE LIMA,UNK,Indeterminada,Voo Privado,Substancial,,,,,,1.0,,,,,,,,,,,FEELING,L1P,ULAC,500.0,2.0,ROBERTO KELLER,verdadeiro
25061,202098851,MATRIX BRASIL 100 PARTICIPACOES LTDA,Incidente Grave,2020-08-15,23:40,ITIRAPINA,SP,Sudeste,CONTATO ANORMAL COM A PISTA,SDJA,"-22,19","-47,86",Privado,A AERONAVE DECOLOU DO AERÓDROMO DR. JOSÉ DE ARRUDA BOTELHO (SDJA) ITIRAPINA SP A FIM DE REALIZAR VOO LOCAL COM UM PILOTO E UM PASSAGEIRO A BORDO. O POUSO FOI EFETUADO COM TODAS AS PERNAS DO TREM RECOLHIDAS. A AERONAVE TEVE DANOS LEVES. O PILOTO E O PASSAGEIRO SAÍRAM ILESOS.,PPMMN,TPP,MATRIX BRASIL 100 PARTICIPACOES LTDA,ARC,Pouso,Voo Privado,Leve,SDJA,SDJA,,,,,,,,,,1.0,1.0,,,,PA-46R-350T,L1P,PA46,1969.0,6.0,PIPER AIRCRAFT,verdadeiro
25141,202055003,COSTA NOBRE TRANSPORTE AEREO E LOGISTICA - EIRELI,Acidente,2020-08-26,13:10,SÃO PAULO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SBMT,"-23,5067","-46,6339",Público,A AERONAVE DECOLOU DO AERÓDROMO PAMPULHA - CARLOS DRUMMOND DE ANDRADE (SBBH) BELO HORIZONTE MG COM DESTINO AO AERÓDROMO CAMPO DE MARTE (SBMT) SÃO PAULO SP POR VOLTA DAS 11H35MIN (UTC) A FIM DE REALIZAR UM VOO PRIVADO COM UM PILOTO E CINCO PASSAGEIROS A BORDO. DURANTE A CORRIDA APÓS O POUSO NO DESTINO A PERNA DO TREM DE POUSO PRINCIPAL DIREITA RECOLHEU. A AERONAVE TEVE DANOS SUBSTANCIAIS. O TRIPULANTE E OS CINCO PASSAGEIROS SAÍRAM ILESOS.,PREVA,TPP,COSTA NOBRE TRANSPORTE AEREO E LOGISTICA - EIRELI,SCF-NP,Corrida após pouso,Voo Privado,Substancial,SBMT,SBBH,,,,,,,,,,1.0,5.0,,,,C90A,L2T,BE9L,4377.0,8.0,BEECH AIRCRAFT,verdadeiro
25126,202035860,C. DE PAULA FILHO COMERCIO DE MAQUINAS LTDA,Acidente,2020-08-24,15:30,NOBRES,MT,Centro-Oeste,INDETERMINADO,Fora de Aeródromo,"-14,3775","-55,9778",-,A aeronave decolou do Aeródromo de Santo Antônio de Leverger (SWLV) MT com destino ao Aeródromo de Novo Progresso (SJNP) PA por volta das 15h00min (UTC) a fim de realizar voo privado com um piloto e dois passageiros a bordo. A aeronave foi encontrada acidentada em região de plantação no dorso apresentando danos substanciais. O tripulante e os dois passageiros sofreram lesões fatais.,PTVGV,TPP,C. DE PAULA FILHO COMERCIO DE MAQUINAS LTDA,UNK,Cruzeiro,Voo Privado,Substancial,SJNP,SWLV,1.0,2.0,,,,,,,,,,,,,EMB-810D,L2P,PA34,2155.0,6.0,EMBRAER,verdadeiro
25103,202029924,AEROTERRA-AVIACAO AGRICOLA LTDA,Acidente,2020-08-20,18:20:00,SÃO DESIDÉRIO,BA,Nordeste,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,"-12,9572","-45,9139",-,A aeronave decolou do Aeródromo Fazenda Serrana (SSSR) São Desidério BA por volta das 18h00min (UTC) a fim de realizar voo local de combate a incêndio com um piloto a bordo. No regresso do lançamento em voo à baixa altura o piloto atravessou uma região turbulenta perdendo o controle da aeronave e vindo a chocar-se contra o solo. A aeronave teve danos substanciais. O piloto saiu ileso. Não houve danos a terceiros.,PRBSR,S05,AEROTERRA-AVIACAO AGRICOLA LTDA,LALT,Manobra,Operação Especializada,Substancial,,,,,,,,,,,,1.0,,,,,AT-502B,L1T,AT5T,3629.0,1.0,AIR TRACTOR,verdadeiro
25104,202065336,PROTEGE AERO AGRICOLA LTDA,Acidente,2020-08-18,20:20,UNAÍ,MG,Sudeste,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,"-16,6128","-47,0669",-,Aeronave decolou do Aeródromo Maicom Manica (SJVU) Unaí MG a fim de realizar voo local de reconhecimento de área para futura pulverização agrícola com um piloto à bordo. Após oito minutos de voo o piloto colidiu contra cabos da rede elétrica e perdeu o controle da aeronave vindo a colidir contra o solo. A aeronave teve danos substanciais. O piloto sofreu lesões fatais.,PTUAY,S11,PROTEGE AERO AGRICOLA LTDA,LALT,Manobra,Operação Agrícola,Substancial,,,1.0,,,,,,,,,,,,,,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
25362,202050978,NILOR DE SOUZA MENDES,Acidente,2020-09-20,18:44,FORMOSA,GO,Centro-Oeste,PERDA DE CONTROLE EM VOO,SWFR,"-15,5556","-47,3444",Público,A aeronave decolou do aeródromo de Formosa (SWFR) GO a fim de realizar voo local privado com um piloto a bordo. Após duas horas e dez minutos de voo durante retorno para pouso o piloto realizou uma passagem baixa e após a execução efetuou um looping. Posteriormente a isso a aeronave teve tendência de cabrar perdendo por vezes a sustentação. O piloto informou na fonia a existência de uma pane. Em seguida a aeronave entrou em parafuso até sua colisão contra o solo. A aeronave teve danos substânciais. O piloto sofreu lesões fatais.,PTPOH,TPP,NILOR DE SOUZA MENDES,LOC-I,Aproximação,Voo Privado,Substancial,SWFR,SWFR,1.0,,,,,,,,,,,,,,SZD-48-3,L00,GLID,540.0,1.0,PZL-BIELSKO,verdadeiro
25404,202010022,JADER GOMES CHAVES,Incidente Grave,2020-09-27,19:33,REGENTE FEIJÓ,SP,Sudeste,COLISÃO COM AVE,SDYJ,"-22,2261","-51,3483",Privado,A aeronave decolou do Aeródromo Estância Punta Del Este (SWEP) Sertaneja PR com destino ao Aeródromo José Martins da Silva (SDYJ) Regente Feijó SP a fim de realizar um voo privado com um tripulante e três passageiros a bordo. Durante o voo de cruzeiro a aeronave chocou-se com um urubu. A aeronave teve danos leves. O tripulante e dois passageiros sofreram lesões leves. Um passageiro saiu ileso.,PPZJJ,PET,JADER GOMES CHAVES,BIRD,Cruzeiro,Voo Privado,Leve,SDYJ,,,,,,,,1.0,,,,1.0,,,,RV-10,L1P,ZZZZ,1225.0,4.0,Jader Gomes Chaves,verdadeiro
25403,202020555,DONATO LEMOS BERALDO,Acidente,2020-09-30,11:00,CAMAPUÃ,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,,,-,A aeronave decolou do Aeródromo Aeroclube de Birigui - Cmte Munir Djabak (SJWQ) Birigui SP com destino ao Aeródromo Fazenda São Francisco (SWQC) Rio Verde GO por volta das 11h00min (UTC) a fim de realizar voo privado com um piloto a bordo. Durante o voo de cruzeiro o piloto reportou ao APP Campo Grande que o motor havia falhado. Foi realizado pouso forçado em área descampada localizada na Fazenda Vale do Rio Verde Camapuã MS. A aeronave teve danos substanciais. O tripulante sofreu lesões leves.,PTLST,TPP,DONATO LEMOS BERALDO,SCF-PP,Cruzeiro,Voo Privado,Substancial,SWQC,SJWQ,,,,,,,1.0,,,,,,,,A36,L1P,BE36,1655.0,6.0,BEECH AIRCRAFT,verdadeiro
24521,202090741,EJ - ESCOLA DE AVIAÇÃO CIVIL LTDA,Incidente Grave,2020-06-18,16:17,PAULÍNIA,SP,Sudeste,COMBUSTÍVEL,Fora de Aeródromo,"-22,7314","-47,0825",-,A AERONAVE DECOLOU DO AERÓDROMO COMANDANTE ROLIN ADOLFO AMARO (SBJD) JUNDIAÍ SP COM DESTINO AO AERÓDROMO DE AMERICANA (SDAI) SP A FIM DE REALIZAR UM VOO DE INSTRUÇÃO COM DOIS TRIPULANTES A BORDO. DURANTE O VOO DE CRUZEIRO O MOTOR APRESENTOU PERDA DE POTÊNCIA. A TRIPULAÇÃO OPTOU POR UM POUSO DE EMERGÊNCIA EM UMA PISTA NA ÁREA RURAL. DURANTE A AÇÃO INICIAL FOI CONSTATADO UM MAU FUNCIONAMENTO NO SISTEMA DE COMBUSTÍVEL DA AERONAVE A AERONAVE NÃO TEVE DANOS. OS DOIS TRIPULANTE SAÍRAM ILESOS.,PREBJ,PRI,EJ - ESCOLA DE AVIAÇÃO CIVIL LTDA,FUEL,Cruzeiro,Voo de Instrução,Nenhum,SDAI,SBJD,,,,,,,,,,2.0,,,,,152,L1P,C152,757.0,2.0,CESSNA AIRCRAFT,verdadeiro
25583,202008682,UIRAPURU TAXI AEREO LTDA,Incidente Grave,2020-09-30,17:26,FORTALEZA,CE,Nordeste,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,SBFZ,"-3,74845","-38,623",Público,A aeronave FAB5724 decolou do Aeródromo Augusto Severo (SBNT) Natal RN com destino ao Aeródromo Pinto Martins (SBFZ) Fortaleza CE com um piloto a bordo. A aeronave PRHRM decolou do Aeródromo Público de Sobral (SNOB) Sobral CE com destino a SBFZ a fim de realizar voo de transporte de passageiros com um piloto e dois passageiros a bordo. Durante a aproximação para pouso no aeródromo de destino as aeronaves cruzaram-se separadas verticalmente por 400 pés e lateralmente por 01NM. Não houve dano às aeronaves. Todos a bordo saíram ilesos.r 400 pés e lateralmente por 01NM. As aeronaves não sofreram danos. As tripulações saíram ilesas. Não houve danos a terceiros.,PRHRM,TPX,UIRAPURU TAXI AEREO LTDA,MAC,Aproximação,Táxi Aéreo,Nenhum,SBFZ,SNOB,,,,,,,,,,1.0,2.0,,,,PA-31T,L2T,PAY2,4082.0,8.0,PIPER AIRCRAFT,verdadeiro
24743,202006933,MARCELO MASSAHARU KUAOKA,Acidente,2020-07-02,14:20,RESERVA,PR,Sul,INDETERMINADO,Fora de Aeródromo,"-24,4689","-51,1289",-,A Polícia Civil de Telêmaco Borba-PR reportou que um helicóptero teria se acidentado no município de Reserva PR. A aeronave transportava 93 kg de cocaína e foi incendiada propositalmente após o acidente. Segundo relatos de pessoas que presenciaram o acidente o piloto único tripulante saiu ileso e se evadiu do local sem ser identificado. A aeronave ficou destruída e foi consumida pelas chamas fato que impossibilitou a identificação da matrícula.,PTYFG,M14,MARCELO MASSAHARU KUAOKA,UNK,Indeterminada,Desconhecida,Destruída,,,,,,,,,,,,,,,,,R44,H1P,R44,1088.0,4.0,ROBINSON HELICOPTER,falso
25727,202028158,M.A.PIRES COSTA,Acidente,2020-10-04,12:00,PARAGOMINAS,PA,Norte,INDETERMINADO,Fora de Aeródromo,"-2,99806","-47,355",-,A aeronave decolou do Aeródromo Coronel Alexandre Raposo (SNOZ) Paço do Lumiar MA com destino ao Aeródromo da Fazenda Sucuri (SDUS) Machadinho D’Oeste RO a fim de transportar material e pessoal com um condutor e um passageiro a bordo. A aeronave não chegou ao local de destino e encontra-se desaparecida. A última posição conhecida da aeronave foi a vertical da cidade de Paragominas PA às 12h00min (UTC) aproximadamente. Não existem informações sobre danos à aeronave. Não existem informações sobre lesões aos ocupantes da aeronave.,PTVJV,TPP,M.A.PIRES COSTA,UNK,Cruzeiro,Voo Privado,,,SNOZ,,,,,,,,,,,,,1.0,1.0,EMB-810D,L2P,PA34,2155.0,7.0,NEIVA,verdadeiro
26663,202164000,JORGE LUIZ DA SILVA,Acidente,2021-01-13,20:00,CANARANA,MT,Centro-Oeste,CONTATO ANORMAL COM A PISTA,SWEK,"-13,5747","-52,2687",Público,A aeronave decolou de local desconhecido com destino ao Aeródromo de Canarana (SWEK) MT com um piloto e três passageiros a bordo. Durante o procedimento de pouso após o primeiro toque na pista a aeronave subiu e o seu controle foi perdido. A aeronave voltou ao solo na condição de pré-estol e teve sua parada total após o limite lateral direito da pista. A aeronave teve danos substanciais. O tripulante e os passageiros saíram ilesos.,PTVIY,TPP,JORGE LUIZ DA SILVA,ARC,Pouso,Voo Privado,Substancial,SWEK,,,,,,,,,,,1.0,3.0,,,,EMB-810D,L2P,PA34,2155.0,7.0,NEIVA,verdadeiro
24741,202041620,OMNI  ESCOLA DE AVIAÇÃO CIVIL LTDA,Acidente,2020-07-06,17:40,RIO DE JANEIRO,RJ,Sudeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-22,8916","-43,1842",-,A AERONAVE DECOLOU DO AEROPORTO DE JACAREPAGUÁ (SBJR) RIO DE JANEIRO RJ PARA REALIZAR VOO DE INSTRUÇÃO LOCAL COM DOIS TRIPULANTES A BORDO. APÓS APROXIMADAMENTE 20 MINUTOS DE VOO A AERONAVE APRESENTOU INSTABILIDADE DEPOIS DE UM BARULHO ANORMAL. O PILOTO REALIZOU UM POUSO DE EMERGÊNCIA NA BAÍA DE GUANABARA. A AERONAVE SOFREU DANOS SUBSTANCIAIS. UM TRIPULANTE SOFREU DANOS LEVES E O OUTRO SAIU ILESO.,PROEA,PRI,OMNI  ESCOLA DE AVIAÇÃO CIVIL LTDA,LOC-I,Manobra,Voo de Instrução,Substancial,SBJR,SBJR,,,,,,,1.0,,,1.0,,,,,R22 BETA,H1P,R22,621.0,2.0,ROBINSON HELICOPTER,verdadeiro
26665,202107323,ESCOLA DE AVIAÇAO CIVIL EMFA  LTDA - ME,Acidente,2021-01-06,14:30,DIVINÓPOLIS,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SNDV,"-20,1819","-44,87",Público,A aeronave decolou do Aeródromo Brigadeiro Antônio Cabral (SNDV) Divinópolis MG a fim de realizar um voo local para treinamento com um instrutor e um aluno a bordo. Durante o treinamento de pane simulada no circuito de tráfego ocorreu vibração no motor e perda de RPM. A aeronave foi direcionada ao aeródromo onde efetuou um pouso duro. A aeronave teve danos substanciais. Os tripulantes saíram ilesos.,PPEMF,PRI,ESCOLA DE AVIAÇAO CIVIL EMFA  LTDA - ME,SCF-PP,Pouso,Voo de Instrução,Substancial,SNDV,SNDV,,,,,,,,,,2.0,,,,,152,L1P,C152,757.0,2.0,CESSNA AIRCRAFT,verdadeiro
24745,202035238,JULIANA MARTINS COMPANHONI,Acidente,2020-06-26,19:30,ARAPONGAS,PR,Sul,PERDA DE CONTROLE NO SOLO,SSOG,"-23,3558","-51,4908",Público,O helicóptero R-44 foi acionado com a finalidade de realizar a verificação do funcionamento de sistemas em solo. Durante o giro dos rotores a aeronave tombou e colidiu com o rotor principal e o cone de cauda contra o solo. A aeronave teve danos substanciais no rotor principal rotor e cone de cauda. O piloto saiu ileso.,PPBSB,TPP,JULIANA MARTINS COMPANHONI,LOC-G,Estacionamento,Voo Privado,Substancial,SSOG,SSOG,,,,,,,,,,1.0,,,,,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
11254,202018717,AEROBRAS AVIAÇÃO AGRÍCOLA EIRELI,Acidente,2020-04-18,13:00:00,SÃO MATEUS,MA,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-3,89305","-44,7414",-,A aeronave decolou da pista não registrada da Fazenda Outeiro São Mateus MA para um voo local por volta das 12h30min (UTC) a fim de realizar giro da aeronave com um piloto a bordo. Por voltra das 13h00min (UTC) a aeronave efetuou uma aproximação para a BR- 135 vindo a colidir contra um caminhão e na sequência contra o solo. A aeronave pegou fogo e ficou destruída. O piloto sofreu lesões fatais e o motorista do camihão saiu ileso.,PRDTY,S11,AEROBRAS AVIAÇÃO AGRÍCOLA EIRELI,SCF-PP,Aproximação,Operação Agrícola,Destruída,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA-25-260,L1P,PA25,1315.0,,PIPER AIRCRAFT,verdadeiro
11268,202050591,MARIA BERNADETE RONSANI,Acidente,2020-04-27,12:30:00,MANAUS,AM,Norte,EXCURSÃO DE PISTA,SWFN,"-3,07278","-61,0003",Público,A aeronave decolou do Aeródromo de Flores Manaus AM (SWFN) com destino ao Aeródromo Fazenda Prata Rurópolis PA (SWFP) por volta das 12h35min a fim de transportar carga e pessoal com um piloto e cinco passageiros a bordo. Durante a corrida de decolagem em SWFN a aeronave percorreu cerca de 700m da pista 11 sem levantar voo saiu pela lateral direita ultrapassou a área gramada após a cabeceira oposta sobrevoou um barranco em trajetória descendente colidiu com vegetação naquele local e parou ao bater contra um muro de alvenaria. A aeronave teve danos substanciais. O tripulante e um passageiro sofreram ferimentos graves e os demais ocupantes,PTOBU,TPP,MARIA BERNADETE RONSANI,RE,Decolagem,Voo Privado,Substancial,SWFP,SWFN,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,R182,L1P,C82R,1406.0,4.0,CESSNA AIRCRAFT,verdadeiro
11235,202064975,RODRIGO COCATO BADAN,Acidente,2020-04-06,09:30:00,NOVA MUTUM,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,"-13,2314","-56,9347",-,A AERONAVE DECOLOU DA (APUA) ÁREA DE POUSO PARA USO AEROAGRÍCOLA DA FAZENDA BOM PRINCÍPIO (ZZZZ) NOVA MUTUM MT A FIM DE EFETUAR UM VOO PARA APLICAÇÃO DE DEFENSIVOS AGRÍCOLAS COM UM TRIPULANTE A BORDO. DURANTE A APLICAÇÃO A AERONAVE COLIDIU COM FIOS DE ALTA TENSÃO. O PILOTO PERDEU O CONTROLE E A AERONAVE VEIO A COLIDIR CONTRA O SOLO. A AERONAVE TEVE DANOS SUBSTANCIAIS. O PILOTO SOFREU LESÕES GRAVES.,PTWUH,TPP,RODRIGO COCATO BADAN,LALT,Manobra,Operação Agrícola,Substancial,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA-25-235,L1P,PA25,1315.0,1.0,PIPER AIRCRAFT,verdadeiro
